Format Version,1.23,Take Name,Calibration Ground Plane_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-01-05 02.08.46.118 ,Capture Start Frame,1203290,Total Frames in Take,1623,Total Exported Frames,1623,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
192,1.600000,0.263226,0.004141,-0.081558,-0.961272,0.356994,1.083634,0.738415,0.001526,0.404889,1.185001,0.746557,0.861157,0.362633,0.859941,0.649321,0.000000,0.266681,0.842135,0.694028,0.000000,0.368418,1.201378,0.811961,0.796029,0.329127,1.075708,0.833170,0.000001,0.283130,0.930179,0.787132,0.000000,0.395885,1.064387,0.744311,0.838574,0.373066,1.379689,0.692373,0.000000,0.390889,0.931505,0.729490,0.000000,0.395222,1.366416,0.695812,0.000000,0.405144,1.185151,0.746087,0.372678,1.364270,0.709762,,,,,,,0.368079,1.201826,0.812553,0.334700,1.076531,0.840792,,,,0.395914,1.063773,0.744111,,,,,,,0.392343,0.944851,0.726096,0.247685,0.882965,0.695259,0.346848,0.901406,0.627829,0.288159,0.926637,0.775790,0.359585,1.368899,0.682584,-2.646161,0.783458,1.338191,-2.783768,0.843242,1.145195,-2.757252,0.767941,1.122467,-2.942024,0.844698,1.133164,-3.350275,0.777905,1.305101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1.608333,0.285065,-0.000611,-0.105977,-0.952631,0.361007,1.081120,0.744195,0.001511,0.404314,1.184822,0.746625,0.717864,0.375411,0.853900,0.665635,0.000000,0.281167,0.833936,0.712987,0.000000,0.368261,1.202649,0.811882,0.814767,0.335175,1.076491,0.839741,0.734426,0.295146,0.926993,0.801506,0.000000,0.400840,1.063955,0.750233,0.000001,0.362622,1.375053,0.683966,0.000000,0.401718,0.930427,0.741783,0.000000,0.385422,1.362975,0.687594,0.000000,0.404900,1.185298,0.745786,0.372434,1.364397,0.709550,,,,,,,0.367996,1.202060,0.812245,0.334705,1.076689,0.840673,,,,0.395884,1.063870,0.743990,,,,,,,0.392373,0.944950,0.726075,0.247486,0.883125,0.695471,0.346873,0.901447,0.627836,0.288210,0.926730,0.775819,0.359341,1.368932,0.682262,-2.646190,0.783458,1.338217,-2.783714,0.843240,1.145184,-2.757214,0.767933,1.122454,-2.942005,0.844707,1.133186,-3.349884,0.777997,1.305093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1.616667,0.264254,0.003161,-0.082643,-0.960901,0.356842,1.083780,0.738148,0.001503,0.404590,1.185243,0.745943,0.875897,0.362641,0.859888,0.649564,0.000000,0.266820,0.842032,0.694532,0.000000,0.368243,1.201715,0.811392,0.799990,0.329204,1.076031,0.832984,0.000001,0.283338,0.930321,0.787392,0.000000,0.395777,1.064610,0.744000,0.835972,0.372327,1.379753,0.691376,0.000000,0.390964,0.931686,0.729501,0.000000,0.394513,1.366523,0.694795,0.000000,0.404816,1.185364,0.745518,0.372210,1.364496,0.709212,,,,,,,0.367923,1.202186,0.811954,0.334683,1.076826,0.840553,,,,0.395818,1.063993,0.743781,,,,,,,0.392404,0.945014,0.726049,0.247457,0.883193,0.695554,0.346888,0.901468,0.627836,0.288231,0.926799,0.775816,0.359040,1.368947,0.681859,-2.645972,0.783487,1.338187,-2.783995,0.843223,1.145161,-2.757336,0.767923,1.122444,-2.941952,0.844717,1.133180,-3.349922,0.777996,1.305077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1.625000,0.264493,0.003995,-0.081988,-0.960888,0.356655,1.083882,0.737789,0.001708,0.404471,1.185308,0.745646,0.880233,0.362447,0.859957,0.649289,0.000000,0.266522,0.842193,0.694072,0.000000,0.368007,1.201831,0.811017,0.777273,0.328822,1.076186,0.832573,0.000000,0.282928,0.930498,0.786937,0.000001,0.395563,1.064682,0.743724,0.847962,0.372476,1.379826,0.690953,0.000000,0.390669,0.931757,0.729259,0.000000,0.394643,1.366580,0.694420,0.000000,0.404711,1.185439,0.745252,0.371991,1.364536,0.708721,,,,,,,0.367672,1.202330,0.811675,0.334655,1.077018,0.840403,0.288244,0.926893,0.775830,0.395602,1.064093,0.743576,,,,,,,0.392413,0.945100,0.726026,0.247428,0.883276,0.695599,0.346861,0.901495,0.627827,,,,0.358672,1.369015,0.681468,-2.646265,0.783471,1.338207,-2.784058,0.843230,1.145142,-2.757267,0.767957,1.122470,-2.942364,0.844621,1.133162,-3.350077,0.777969,1.305078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1.633333,0.264898,0.004650,-0.081814,-0.960788,0.356634,1.083980,0.737631,0.001534,0.404436,1.185414,0.745483,0.880233,0.362558,0.859991,0.649301,0.000000,0.266570,0.842258,0.693961,0.000000,0.367879,1.201983,0.810790,0.777273,0.328667,1.076352,0.832380,0.000000,0.282842,0.930630,0.786785,0.000001,0.395534,1.064785,0.743635,0.847962,0.372513,1.379891,0.690603,0.000000,0.390664,0.931850,0.729259,0.000000,0.394677,1.366648,0.694112,0.000000,0.404710,1.185542,0.744975,0.371698,1.364519,0.708018,,,,,,,0.367520,1.202425,0.811407,0.334630,1.077171,0.840280,,,,0.395559,1.064207,0.743446,,,,,,,0.392208,0.945220,0.725937,0.247397,0.883363,0.695685,0.346918,0.901522,0.627866,0.288280,0.926997,0.775842,0.358321,1.369034,0.681013,-2.646277,0.783451,1.338169,-2.783737,0.843215,1.145192,-2.757036,0.767942,1.122469,-2.942139,0.844676,1.133129,-3.350645,0.777855,1.305036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1.641667,0.265552,0.002855,-0.083585,-0.960462,0.356539,1.083957,0.737658,0.001525,0.404121,1.185523,0.745129,0.852302,0.362646,0.859829,0.649693,0.000000,0.266894,0.841934,0.694794,0.000000,0.367801,1.202114,0.810564,0.790014,0.328997,1.076424,0.832540,0.000001,0.283342,0.930509,0.787393,0.000000,0.395512,1.064869,0.743529,0.847655,0.371477,1.379824,0.690050,0.000000,0.390914,0.931897,0.729405,0.000000,0.393688,1.366642,0.693487,0.000000,0.404394,1.185639,0.744617,0.371385,1.364486,0.707236,,,,,,,0.367444,1.202552,0.811185,0.334586,1.077386,0.840127,,,,0.395540,1.064305,0.743345,,,,,,,0.392276,0.945359,0.726035,0.247384,0.883464,0.695727,0.346906,0.901521,0.627881,0.288295,0.927101,0.775859,0.357928,1.369040,0.680496,-2.646240,0.783479,1.338207,-2.783527,0.843268,1.145224,-2.757343,0.767935,1.122435,-2.941566,0.844779,1.133202,-3.349670,0.778047,1.305101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1.650000,0.265865,0.003611,-0.083230,-0.960404,0.356522,1.084083,0.737438,0.001559,0.404119,1.185640,0.744939,0.851808,0.362716,0.859910,0.649596,0.000000,0.266884,0.842063,0.694543,0.000000,0.367693,1.202274,0.810303,0.790138,0.328817,1.076606,0.832277,0.000001,0.283199,0.930680,0.787126,0.000000,0.395480,1.064988,0.743385,0.851525,0.371622,1.379922,0.689706,0.000000,0.390870,0.932010,0.729319,0.000000,0.393823,1.366736,0.693187,0.000000,0.404422,1.185804,0.744382,0.371010,1.364508,0.706894,,,,,,,0.367322,1.202669,0.810940,0.334525,1.077509,0.840004,,,,0.395492,1.064420,0.743227,,,,,,,0.392275,0.945420,0.726043,0.247355,0.883579,0.695801,0.346903,0.901547,0.627908,0.288295,0.927255,0.775835,0.357601,1.368991,0.679962,-2.646255,0.783478,1.338212,-2.783968,0.843223,1.145165,-2.757259,0.767946,1.122475,-2.941994,0.844723,1.133177,-3.349731,0.778022,1.305152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1.658333,0.266563,0.004114,-0.083102,-0.960219,0.356480,1.084160,0.737280,0.001527,0.404064,1.185729,0.744698,0.836353,0.362786,0.859868,0.649749,0.000000,0.266903,0.842078,0.694610,0.000000,0.367562,1.202450,0.809998,0.790967,0.328667,1.076810,0.832097,0.000001,0.283107,0.930821,0.787092,0.000000,0.395432,1.065075,0.743297,0.852588,0.371621,1.379935,0.689165,0.000000,0.390844,0.932078,0.729407,0.000000,0.393819,1.366754,0.692689,0.000000,0.404342,1.185876,0.744183,0.370722,1.364502,0.706510,,,,,,,0.367207,1.202863,0.810605,0.334465,1.077638,0.839877,,,,0.395451,1.064507,0.743127,,,,,,,0.392280,0.945478,0.726047,0.247336,0.883668,0.695887,0.346912,0.901557,0.627919,0.288311,0.927348,0.775841,0.357350,1.368977,0.679461,-2.646250,0.783466,1.338183,-2.783960,0.843238,1.145180,-2.757141,0.767959,1.122466,-2.942410,0.844604,1.133133,-3.349894,0.777995,1.305110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1.666667,0.267139,0.003650,-0.084082,-0.959976,0.356423,1.084190,0.737188,0.001497,0.403846,1.185848,0.744409,0.849088,0.362988,0.859794,0.649945,0.000000,0.267194,0.841903,0.694956,0.000000,0.367402,1.202595,0.809735,0.796040,0.328746,1.076919,0.832051,0.000001,0.283371,0.930795,0.787299,0.000000,0.395414,1.065178,0.743179,0.851672,0.371006,1.379926,0.688663,0.000000,0.391030,0.932156,0.729471,0.000000,0.393230,1.366787,0.692175,0.000000,0.404106,1.186081,0.743936,0.370452,1.364497,0.706080,,,,,,,0.367080,1.202949,0.810279,0.334419,1.077758,0.839659,,,,0.395419,1.064583,0.743033,,,,,,,0.392288,0.945533,0.726044,0.247312,0.883739,0.695929,0.346931,0.901571,0.627966,0.288313,0.927444,0.775821,0.357159,1.368933,0.679065,-2.646145,0.783461,1.338207,-2.783882,0.843231,1.145187,-2.757090,0.767962,1.122473,-2.941685,0.844766,1.133215,-3.349688,0.778023,1.305134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1.675000,0.267616,0.004495,-0.084018,-0.959845,0.356352,1.084251,0.737007,0.001515,0.403727,1.185932,0.744225,0.852996,0.363147,0.859783,0.649965,0.000000,0.267281,0.841897,0.694824,0.000000,0.367164,1.202721,0.809473,0.818893,0.328513,1.077050,0.831828,0.000001,0.283267,0.930873,0.787120,0.000000,0.395340,1.065258,0.743082,0.846786,0.370916,1.379951,0.688257,0.000000,0.391026,0.932222,0.729478,0.000000,0.393140,1.366823,0.691820,0.000000,0.403992,1.186141,0.743742,0.370214,1.364436,0.705302,,,,,,,0.366827,1.203117,0.810044,0.334306,1.077863,0.839521,,,,0.395355,1.064638,0.742916,,,,,,,0.392281,0.945575,0.726037,0.247268,0.883816,0.696015,0.346914,0.901595,0.627966,0.288071,0.927562,0.775808,0.356961,1.368872,0.678619,-2.646327,0.783475,1.338167,-2.783960,0.843218,1.145165,-2.757288,0.767952,1.122464,-2.941544,0.844803,1.133224,-3.349670,0.778035,1.305121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1.683333,0.267949,0.004864,-0.084059,-0.959747,0.356289,1.084300,0.736858,0.001507,0.403630,1.185999,0.744047,0.852668,0.363213,0.859779,0.649961,0.000000,0.267319,0.841894,0.694761,0.000000,0.367013,1.202818,0.809257,0.806835,0.328382,1.077151,0.831662,0.000001,0.283211,0.930932,0.787013,0.000000,0.395278,1.065322,0.742974,0.839687,0.370804,1.379973,0.687933,0.000000,0.391012,0.932276,0.729450,0.000000,0.393029,1.366854,0.691520,0.000000,0.403888,1.186212,0.743575,0.370367,1.364480,0.703781,,,,,,,0.366682,1.203210,0.809815,0.334223,1.077981,0.839389,,,,0.395292,1.064705,0.742809,,,,,,,0.392260,0.945698,0.726052,0.247257,0.883861,0.696019,0.346900,0.901642,0.627973,0.288294,0.927597,0.775811,0.356581,1.368578,0.678364,-2.646146,0.783468,1.338205,-2.783876,0.843235,1.145199,-2.757273,0.767943,1.122465,-2.941761,0.844738,1.133225,-3.349930,0.777968,1.305107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1.691667,0.289428,-0.001379,-0.109125,-0.950958,0.360192,1.081775,0.742724,0.001484,0.402888,1.185749,0.744075,0.716019,0.375761,0.853913,0.666273,0.000000,0.281747,0.833840,0.714034,0.000000,0.366881,1.203977,0.809246,0.816838,0.334608,1.077894,0.838371,0.746963,0.295378,0.927808,0.801640,0.000000,0.400139,1.064903,0.748829,0.000001,0.359924,1.375131,0.679726,0.000000,0.401790,0.931308,0.741635,0.000000,0.382804,1.363223,0.683414,0.000000,0.403475,1.186210,0.743218,0.369952,1.364446,0.703752,,,,,,,0.366611,1.203419,0.809637,0.334156,1.078061,0.839261,,,,0.395259,1.064762,0.742701,,,,,,,0.392263,0.945739,0.726039,0.247228,0.883877,0.696013,0.346909,0.901689,0.627982,0.288298,0.927772,0.775930,0.356340,1.368531,0.677887,-2.646252,0.783450,1.338160,-2.783772,0.843244,1.145193,-2.757273,0.767923,1.122437,-2.941711,0.844761,1.133205,-3.349857,0.778028,1.305105,,,,,,,,,,0.055861,1.609089,1.418381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1.700000,0.290602,-0.001513,-0.109076,-0.950605,0.360032,1.081716,0.742796,0.001489,0.402738,1.185689,0.743891,0.704119,0.375583,0.853664,0.666909,0.000000,0.281565,0.833718,0.714716,0.000000,0.366731,1.204081,0.809016,0.811655,0.334445,1.078073,0.838451,0.797694,0.295202,0.927901,0.802090,0.000000,0.399978,1.064856,0.748944,0.000001,0.359793,1.374916,0.679074,0.000000,0.401617,0.931243,0.742080,0.000000,0.382672,1.363014,0.682792,0.000000,0.403340,1.186229,0.743027,0.369595,1.364421,0.703720,,,,,,,0.366453,1.203508,0.809418,0.334074,1.078136,0.839168,,,,0.395164,1.064781,0.742580,,,,,,,0.392224,0.945773,0.726001,0.247076,0.884209,0.696750,0.346875,0.901720,0.627949,0.288037,0.927847,0.775919,0.356051,1.368599,0.677673,-2.646203,0.783480,1.338199,-2.784031,0.843243,1.145166,-2.757214,0.767942,1.122471,-2.942226,0.844638,1.133137,-3.349874,0.778022,1.305096,,,,,,,,,,0.103806,1.620957,1.425443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1.708333,0.289879,-0.003004,-0.109204,-0.950808,0.359601,1.081840,0.742465,0.001481,0.402379,1.185784,0.743550,0.719024,0.374765,0.853867,0.666264,0.000000,0.280881,0.833928,0.714336,0.000000,0.366584,1.204124,0.808807,0.816144,0.334305,1.078103,0.838194,0.771945,0.294850,0.928000,0.801778,0.000000,0.399553,1.064947,0.748471,0.000001,0.359362,1.375115,0.679086,0.000000,0.401082,0.931341,0.741445,0.000000,0.382245,1.363194,0.682720,0.000000,0.402954,1.186253,0.742707,0.368896,1.364338,0.704283,,,,,,,0.366312,1.203566,0.809202,0.333898,1.078250,0.838997,,,,0.395063,1.064811,0.742443,,,,,,,0.392211,0.945839,0.725985,0.247071,0.884216,0.696741,0.346871,0.901793,0.627931,0.288033,0.927890,0.775910,0.355939,1.368809,0.677213,-2.646196,0.783467,1.338197,-2.783886,0.843244,1.145193,-2.757143,0.767961,1.122468,-2.941837,0.844732,1.133189,-3.350191,0.777943,1.305090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1.716667,0.290960,-0.003511,-0.108872,-0.950514,0.359382,1.081813,0.742519,0.001475,0.402249,1.185723,0.743339,0.712792,0.374311,0.853650,0.666844,0.000000,0.280436,0.833903,0.715012,0.000000,0.366505,1.204245,0.808571,0.815803,0.334134,1.078322,0.838270,0.827000,0.294531,0.928167,0.802226,0.000000,0.399323,1.064899,0.748543,0.000001,0.359360,1.374939,0.678454,0.000000,0.400734,0.931277,0.741829,0.000000,0.382234,1.363007,0.682104,0.000000,0.402826,1.186270,0.742509,0.368671,1.364320,0.703883,,,,,,,0.366234,1.203685,0.808965,0.333815,1.078352,0.838884,,,,0.394973,1.064851,0.742266,,,,,,,0.392218,0.945892,0.725962,0.247173,0.883913,0.695963,0.346859,0.901839,0.627898,0.288253,0.927854,0.775892,0.355658,1.368757,0.676863,-2.646307,0.783466,1.338175,-2.783691,0.843257,1.145180,-2.757278,0.767926,1.122452,-2.941891,0.844707,1.133192,-3.350021,0.778006,1.305106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1.725000,0.290961,-0.003701,-0.109157,-0.950480,0.359294,1.081837,0.742374,0.001484,0.402117,1.185765,0.743165,0.715551,0.374283,0.853676,0.666704,0.000000,0.280442,0.833890,0.714924,0.000000,0.366399,1.204276,0.808415,0.814635,0.334099,1.078340,0.838139,0.808612,0.294543,0.928166,0.802125,0.000000,0.399246,1.064941,0.748378,0.000001,0.359110,1.374959,0.678292,0.000000,0.400712,0.931318,0.741671,0.000000,0.381991,1.363037,0.681930,0.000000,0.402693,1.186272,0.742325,0.368424,1.364240,0.703292,,,,,,,0.366122,1.203720,0.808820,0.333752,1.078419,0.838817,,,,0.394859,1.064877,0.742141,,,,,,,0.392162,0.945951,0.725941,0.247051,0.884201,0.696644,0.346809,0.902062,0.627927,0.288001,0.927881,0.775884,0.355253,1.368695,0.676530,-2.646498,0.783454,1.338159,-2.783806,0.843243,1.145198,-2.757366,0.767936,1.122451,-2.942192,0.844648,1.133151,-3.350098,0.777962,1.305097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1.733333,0.270454,0.000972,-0.087695,-0.958730,0.355426,1.084475,0.736452,0.001533,0.402313,1.186452,0.742602,0.856637,0.362708,0.859469,0.650851,0.000000,0.267311,0.841375,0.696619,0.000000,0.366199,1.203482,0.808037,0.832508,0.328407,1.077761,0.831546,0.000001,0.283579,0.931050,0.788186,0.000000,0.394564,1.065730,0.742331,0.772024,0.368003,1.379915,0.685619,0.000000,0.390851,0.932585,0.729647,0.000000,0.390325,1.366929,0.689085,0.000000,0.402573,1.186415,0.742092,0.368105,1.364179,0.702872,,,,,,,0.365881,1.203736,0.808570,0.333657,1.078538,0.838737,,,,0.394581,1.064890,0.741977,,,,,,,0.392127,0.946005,0.725923,0.247048,0.884217,0.696632,0.346743,0.902134,0.627803,0.287984,0.927866,0.775869,0.354893,1.368656,0.676240,-2.646426,0.783449,1.338165,-2.783909,0.843254,1.145175,-2.756979,0.767978,1.122487,-2.941669,0.844757,1.133204,-3.350412,0.777902,1.305070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1.741667,0.270490,0.000696,-0.087816,-0.958709,0.355326,1.084266,0.736194,0.001787,0.402208,1.186247,0.742303,0.880683,0.362577,0.859250,0.650617,0.000000,0.267209,0.841153,0.696443,0.000000,0.366130,1.203284,0.807757,0.775074,0.328363,1.077562,0.831304,0.000000,0.283522,0.930841,0.787989,0.000001,0.394469,1.065525,0.742052,0.839433,0.367848,1.379700,0.685315,0.000000,0.390760,0.932378,0.729388,0.000000,0.390173,1.366717,0.688769,0.000000,0.402443,1.186391,0.741913,0.367756,1.364174,0.702774,,,,,,,0.365799,1.203798,0.808416,0.333593,1.078596,0.838669,0.287969,0.927859,0.775861,0.394517,1.064901,0.741908,,,,,,,0.392377,0.946228,0.725947,0.247042,0.884226,0.696650,0.346738,0.902178,0.627778,,,,0.354585,1.368637,0.675918,-2.646342,0.783474,1.338199,-2.783871,0.843227,1.145211,-2.757013,0.767948,1.122485,-2.942204,0.844636,1.133165,-3.350252,0.777915,1.305107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1.750000,0.271495,0.000721,-0.088102,-0.958399,0.355231,1.084422,0.736361,0.001537,0.402050,1.186445,0.742260,0.849807,0.362626,0.859232,0.651255,0.000000,0.267266,0.841172,0.697113,0.000000,0.365957,1.203596,0.807676,0.822421,0.328266,1.077901,0.831483,0.000001,0.283518,0.931062,0.788472,0.000000,0.394385,1.065717,0.742261,0.774171,0.367574,1.379757,0.684865,0.000000,0.390759,0.932542,0.729875,0.000000,0.389907,1.366795,0.688348,0.000000,0.402321,1.186381,0.741728,0.367486,1.364185,0.702717,,,,,,,0.365621,1.203860,0.808242,0.333499,1.078656,0.838613,,,,0.394434,1.064914,0.741850,,,,,,,0.391863,0.946147,0.725784,0.247021,0.884225,0.696654,0.346737,0.902233,0.627767,0.287927,0.927832,0.775867,0.354354,1.368554,0.675639,-2.646231,0.783478,1.338195,-2.783747,0.843256,1.145204,-2.757124,0.767962,1.122451,-2.942154,0.844657,1.133167,-3.350149,0.777972,1.305103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
